nodes,x,y,time
1358,28,35,2007-12-10T04:02:46.000Z
461,5,12,2007-12-10T18:19:07.370Z
461,5,12,2007-12-11T06:54:25.840Z
971,21,25,2007-12-14T08:54:38.730Z
846,10,22,2007-12-18T04:51:03.330Z
1008,20,26,2007-12-19T12:36:08.020Z
231,3,6,2007-12-23T01:16:12.950Z
1008,20,26,2007-12-23T06:26:37.030Z
276,10,7,2007-12-24T14:27:02.530Z
1009,21,26,2007-12-24T19:29:32.150Z
81,5,2,2007-12-25T04:31:19.190Z
1329,37,34,2007-12-26T05:59:52.400Z
1008,20,26,2007-12-26T09:15:25.700Z
970,20,25,2007-12-30T14:59:50.780Z
1009,21,26,2008-01-04T12:51:30.270Z
1217,1,32,2008-01-08T15:30:21.690Z
308,4,8,2008-01-09T23:15:39.750Z
1009,21,26,2008-01-12T05:39:06.820Z
1237,21,32,2008-01-16T23:47:31.600Z
195,5,5,2008-01-17T22:55:23.710Z
1009,21,26,2008-01-22T19:38:08.620Z
1037,11,27,2008-01-23T15:36:29.980Z
156,4,4,2008-01-26T17:59:50.940Z
1277,23,33,2008-01-29T04:28:13.500Z
918,6,24,2008-01-30T12:44:54.570Z
77,1,2,2008-02-08T15:26:52.270Z
883,9,23,2008-02-10T07:36:05.850Z
1009,21,26,2008-02-17T21:15:01.840Z
1009,21,26,2008-02-21T08:44:25.160Z
730,8,19,2008-02-23T03:23:06.640Z
1009,21,26,2008-02-24T15:49:09.690Z
1279,25,33,2008-02-25T07:59:50.890Z
1279,25,33,2008-02-25T10:52:11.400Z
230,2,6,2008-02-25T21:38:06.340Z
659,13,17,2008-03-04T11:23:08.020Z
276,10,7,2008-03-05T04:28:44.810Z
1008,20,26,2008-03-07T16:05:45.460Z
277,11,7,2008-03-09T19:58:39.630Z
971,21,25,2008-03-10T01:52:04.040Z
931,19,24,2008-03-18T13:20:30.980Z
970,20,25,2008-03-18T21:44:30.550Z
387,7,10,2008-03-20T06:07:29.000Z
159,7,4,2008-03-21T05:32:19.980Z
853,17,22,2008-03-25T07:38:13.960Z
275,9,7,2008-03-28T15:47:31.690Z
971,21,25,2008-03-28T16:35:56.960Z
812,14,21,2008-03-31T23:15:24.930Z
156,4,4,2008-04-01T20:57:09.790Z
1471,27,38,2008-04-03T19:07:55.890Z
1508,26,39,2008-04-11T19:01:46.100Z
963,13,25,2008-04-12T20:13:24.630Z
347,5,9,2008-04-15T10:35:50.320Z
848,12,22,2008-04-15T22:28:51.620Z
1396,28,36,2008-04-16T03:51:53.000Z
1282,28,33,2008-04-27T04:25:25.400Z
1008,20,26,2008-05-02T14:33:16.000Z
87,11,2,2008-05-05T17:07:01.970Z
971,21,25,2008-05-06T02:48:28.300Z
1039,13,27,2008-05-07T09:53:06.650Z
971,21,25,2008-05-09T19:39:07.030Z
971,21,25,2008-05-11T14:53:38.000Z
1008,20,26,2008-05-12T09:32:09.960Z
884,10,23,2008-05-13T02:24:51.870Z
200,10,5,2008-05-15T01:54:47.930Z
971,21,25,2008-05-16T04:51:53.010Z
1008,20,26,2008-05-20T01:15:09.290Z
308,4,8,2008-05-20T23:51:08.340Z
1035,9,27,2008-05-22T22:45:29.520Z
1035,9,27,2008-05-23T00:13:11.620Z
1073,9,28,2008-05-24T16:26:54.890Z
779,19,20,2008-05-24T17:08:15.530Z
779,19,20,2008-05-24T19:20:42.490Z
779,19,20,2008-05-24T20:08:02.100Z
779,19,20,2008-05-24T20:21:30.610Z
779,19,20,2008-05-24T20:36:05.820Z
236,8,6,2008-05-25T09:05:45.970Z
779,19,20,2008-05-28T03:12:07.000Z
1009,21,26,2008-05-28T23:26:08.360Z
1008,20,26,2008-05-30T09:51:02.780Z
501,7,13,2008-05-31T06:13:49.640Z
779,19,20,2008-06-02T23:50:25.000Z
778,18,20,2008-06-07T03:50:09.810Z
315,11,8,2008-06-09T07:31:51.250Z
1011,23,26,2008-06-10T05:25:27.260Z
971,21,25,2008-06-11T14:43:13.820Z
971,21,25,2008-06-18T17:05:27.370Z
971,21,25,2008-06-22T13:07:44.790Z
1009,21,26,2008-06-24T22:54:28.190Z
276,10,7,2008-07-04T06:02:49.520Z
1008,20,26,2008-07-05T15:31:36.030Z
126,12,3,2008-07-08T05:08:17.740Z
1008,20,26,2008-07-09T12:43:12.720Z
1468,24,38,2008-07-10T05:56:41.700Z
814,16,21,2008-07-13T13:45:55.930Z
232,4,6,2008-07-18T05:41:55.540Z
233,5,6,2008-07-20T10:20:26.830Z
1009,21,26,2008-08-10T18:40:14.420Z
972,22,25,2008-08-17T11:56:39.130Z
1009,21,26,2008-08-17T18:41:42.350Z
1282,28,33,2008-08-17T23:58:33.600Z
314,10,8,2008-08-18T00:41:31.730Z
1008,20,26,2008-08-25T09:19:02.840Z
1008,20,26,2008-08-30T20:45:55.920Z
1009,21,26,2008-09-01T04:33:27.030Z
660,14,17,2008-09-02T17:21:00.270Z
276,10,7,2008-09-03T07:53:13.270Z
660,14,17,2008-09-05T15:30:34.310Z
813,15,21,2008-09-13T09:32:01.490Z
660,14,17,2008-09-14T18:29:28.970Z
1032,6,27,2008-09-21T21:46:06.760Z
239,11,6,2008-09-21T23:34:50.380Z
1223,7,32,2008-09-22T05:31:28.480Z
159,7,4,2008-09-24T23:32:20.000Z
1008,20,26,2008-09-25T16:43:45.300Z
1008,20,26,2008-09-30T07:57:35.400Z
1087,23,28,2008-10-02T15:11:06.490Z
1009,21,26,2008-10-04T14:17:37.600Z
120,6,3,2008-10-10T02:20:55.950Z
239,11,6,2008-10-18T09:42:03.430Z
89,13,2,2008-10-18T19:22:26.010Z
971,21,25,2008-10-26T09:04:04.470Z
735,13,19,2008-10-31T20:07:45.860Z
1075,11,28,2008-11-01T17:02:04.930Z
813,15,21,2008-11-09T08:00:56.710Z
971,21,25,2008-11-10T07:12:35.660Z
1009,21,26,2008-11-17T17:12:22.140Z
79,3,2,2008-11-18T16:22:44.940Z
203,13,5,2008-11-26T00:57:12.660Z
971,21,25,2008-11-29T21:44:00.710Z
1009,21,26,2008-12-07T02:12:09.740Z
883,9,23,2008-12-07T19:31:28.100Z
83,7,2,2008-12-12T20:26:03.180Z
1508,26,39,2008-12-20T21:20:29.200Z
89,13,2,2008-12-24T20:47:10.300Z
971,21,25,2009-01-07T03:18:23.540Z
951,1,25,2009-01-07T03:21:47.070Z
199,9,5,2009-01-07T15:35:25.250Z
768,8,20,2009-01-09T11:43:15.010Z
888,14,23,2009-01-13T19:47:52.270Z
1009,21,26,2009-01-16T23:45:50.240Z
809,11,21,2009-01-18T03:13:54.750Z
234,6,6,2009-01-28T11:53:54.040Z
970,20,25,2009-01-31T10:42:34.780Z
197,7,5,2009-02-08T20:49:24.620Z
1009,21,26,2009-02-11T17:17:03.230Z
162,10,4,2009-02-19T04:27:42.070Z
199,9,5,2009-02-21T22:47:33.550Z
732,10,19,2009-02-23T18:23:34.760Z
79,3,2,2009-03-02T00:39:19.450Z
347,5,9,2009-03-10T21:58:28.000Z
614,6,16,2009-03-14T14:18:31.220Z
1008,20,26,2009-03-30T03:08:34.200Z
1080,16,28,2009-03-31T00:50:11.000Z
465,9,12,2009-04-03T15:46:48.070Z
1326,34,34,2009-04-05T20:24:13.550Z
1358,28,35,2009-04-06T00:26:43.100Z
1362,32,35,2009-04-06T04:51:37.300Z
806,8,21,2009-04-18T05:20:29.160Z
1084,20,28,2009-04-20T08:54:01.840Z
613,5,16,2009-04-24T08:37:54.660Z
971,21,25,2009-04-26T16:41:31.430Z
11,11,0,2009-04-30T11:45:39.350Z
277,11,7,2009-05-01T00:34:10.580Z
968,18,25,2009-05-01T15:26:28.030Z
1001,13,26,2009-05-01T15:44:33.010Z
47,9,1,2009-05-04T02:03:14.990Z
1288,34,33,2009-05-04T09:10:20.900Z
1288,34,33,2009-05-04T09:27:19.800Z
115,1,3,2009-05-05T16:11:02.180Z
195,5,5,2009-05-06T10:08:10.770Z
1001,13,26,2009-05-13T06:13:12.000Z
895,21,23,2009-05-22T04:53:10.240Z
231,3,6,2009-05-25T04:12:46.530Z
1008,20,26,2009-06-01T21:48:16.890Z
118,4,3,2009-06-11T16:40:48.380Z
1008,20,26,2009-06-21T05:21:03.000Z
276,10,7,2009-06-24T03:38:39.000Z
1008,20,26,2009-06-25T00:56:40.430Z
737,15,19,2009-07-03T10:04:57.640Z
1223,7,32,2009-07-04T06:49:35.510Z
1009,21,26,2009-07-05T00:06:33.740Z
1223,7,32,2009-07-06T04:10:38.300Z
614,6,16,2009-07-16T11:07:36.820Z
501,7,13,2009-07-17T09:18:45.070Z
1008,20,26,2009-07-18T15:43:28.000Z
270,4,7,2009-07-19T08:35:45.380Z
1046,20,27,2009-07-21T07:54:19.920Z
1167,27,30,2009-07-21T10:10:46.500Z
884,10,23,2009-07-22T03:28:24.880Z
1394,26,36,2009-07-23T19:55:53.200Z
810,12,21,2009-07-23T20:18:35.400Z
77,1,2,2009-07-24T09:19:11.230Z
1002,14,26,2009-07-31T02:02:17.000Z
1009,21,26,2009-08-07T01:10:59.740Z
314,10,8,2009-08-18T08:24:07.930Z
79,3,2,2009-08-22T18:42:26.010Z
79,3,2,2009-08-22T18:46:50.290Z
1009,21,26,2009-08-27T16:44:47.640Z
810,12,21,2009-09-08T08:26:01.800Z
1324,32,34,2009-09-12T20:06:25.470Z
162,10,4,2009-09-16T06:44:46.700Z
308,4,8,2009-09-16T07:41:00.740Z
1396,28,36,2009-09-28T01:20:27.500Z
1347,17,35,2009-10-01T07:48:42.340Z
1009,21,26,2009-10-03T00:50:12.060Z
314,10,8,2009-10-09T18:11:39.930Z
4,4,0,2009-10-15T01:43:00.970Z
735,13,19,2009-10-22T15:56:48.100Z
971,21,25,2009-10-23T02:12:45.310Z
1009,21,26,2009-10-23T18:55:22.060Z
1009,21,26,2009-10-27T16:25:53.820Z
807,9,21,2009-10-29T21:20:28.500Z
87,11,2,2009-11-01T08:09:49.340Z
812,14,21,2009-11-02T12:18:50.540Z
39,1,1,2009-11-07T19:39:20.600Z
1087,23,28,2009-11-16T11:57:39.700Z
1009,21,26,2009-11-19T03:56:45.700Z
156,4,4,2009-11-26T12:18:13.040Z
1320,28,34,2009-11-27T08:15:53.360Z
237,9,6,2009-12-10T16:20:35.930Z
659,13,17,2009-12-18T14:30:03.390Z
268,2,7,2009-12-18T21:25:22.800Z
1009,21,26,2009-12-20T11:36:44.880Z
1320,28,34,2009-12-22T12:05:12.500Z
268,2,7,2009-12-26T09:39:09.190Z
267,1,7,2009-12-26T10:55:02.870Z
229,1,6,2009-12-28T23:26:08.310Z
267,1,7,2009-12-28T23:30:21.160Z
1243,27,32,2009-12-31T10:50:32.400Z
268,2,7,2010-01-02T08:26:21.620Z
267,1,7,2010-01-04T02:33:44.600Z
1008,20,26,2010-01-04T14:58:43.000Z
1320,28,34,2010-01-08T09:21:16.700Z
1320,28,34,2010-01-08T09:31:35.600Z
774,14,20,2010-01-11T18:48:35.960Z
1471,27,38,2010-01-13T08:14:49.100Z
857,21,22,2010-01-16T05:11:07.720Z
1009,21,26,2010-01-24T16:40:57.470Z
1009,21,26,2010-01-29T00:48:10.440Z
812,14,21,2010-01-29T17:52:23.040Z
1165,25,30,2010-02-01T11:06:28.930Z
1009,21,26,2010-02-02T22:32:00.580Z
315,11,8,2010-02-06T08:56:59.200Z
314,10,8,2010-02-14T00:39:17.460Z
50,12,1,2010-02-18T16:21:04.240Z
311,7,8,2010-02-19T11:37:27.210Z
970,20,25,2010-02-21T02:41:42.980Z
970,20,25,2010-02-23T07:21:14.920Z
276,10,7,2010-02-26T20:06:16.550Z
308,4,8,2010-02-28T10:26:51.770Z
1009,21,26,2010-03-03T07:51:31.060Z
813,15,21,2010-03-04T22:09:13.100Z
1009,21,26,2010-03-13T18:59:24.750Z
701,17,18,2010-03-18T13:47:01.000Z
198,8,5,2010-03-19T19:57:03.900Z
234,6,6,2010-03-20T19:14:53.290Z
1008,20,26,2010-03-21T15:00:00.940Z
270,4,7,2010-03-22T19:06:43.570Z
313,9,8,2010-03-26T01:56:37.480Z
3,3,0,2010-03-27T23:50:18.630Z
973,23,25,2010-03-30T03:03:27.230Z
51,13,1,2010-04-10T04:20:01.560Z
49,11,1,2010-04-12T05:51:30.960Z
811,13,21,2010-04-13T16:51:35.400Z
427,9,11,2010-04-18T08:35:04.000Z
500,6,13,2010-04-19T00:33:07.000Z
41,3,1,2010-05-03T06:12:34.670Z
614,6,16,2010-05-05T02:31:53.020Z
237,9,6,2010-05-20T17:38:52.220Z
1113,11,29,2010-06-01T09:40:55.360Z
313,9,8,2010-06-01T11:12:13.000Z
858,22,22,2010-06-05T01:20:00.140Z
767,7,20,2010-06-26T12:22:52.940Z
11,11,0,2010-06-26T18:40:14.170Z
268,2,7,2010-06-30T09:06:37.870Z
1009,21,26,2010-07-03T12:11:06.600Z
1009,21,26,2010-07-07T19:16:20.970Z
1155,15,30,2010-07-07T20:38:54.550Z
922,10,24,2010-07-11T10:37:52.480Z
47,9,1,2010-07-13T19:27:51.010Z
1037,11,27,2010-07-23T14:03:37.440Z
1356,26,35,2010-07-25T13:50:13.700Z
813,15,21,2010-07-26T03:48:17.010Z
738,16,19,2010-07-29T19:34:46.490Z
1359,29,35,2010-08-02T19:32:11.540Z
195,5,5,2010-08-03T05:32:57.000Z
269,3,7,2010-08-06T10:46:01.580Z
315,11,8,2010-08-12T11:54:15.580Z
315,11,8,2010-08-14T04:39:16.700Z
619,11,16,2010-08-18T07:38:46.560Z
921,9,24,2010-08-21T20:20:14.980Z
505,11,13,2010-08-30T18:50:09.800Z
80,4,2,2010-09-01T13:56:36.960Z
1008,20,26,2010-09-07T01:54:42.610Z
3,3,0,2010-09-09T21:26:07.620Z
42,4,1,2010-09-11T18:55:25.730Z
884,10,23,2010-09-15T14:31:48.960Z
162,10,4,2010-09-22T19:01:44.830Z
1008,20,26,2010-09-30T15:56:40.730Z
699,15,18,2010-10-01T00:20:12.070Z
52,14,1,2010-10-02T14:54:04.610Z
202,12,5,2010-10-09T14:04:47.660Z
971,21,25,2010-10-12T08:47:20.930Z
1008,20,26,2010-10-14T06:26:53.360Z
270,4,7,2010-10-16T05:12:30.030Z
1394,26,36,2010-10-17T09:59:29.700Z
383,3,10,2010-10-20T01:06:00.630Z
384,4,10,2010-10-20T16:05:58.840Z
501,7,13,2010-10-23T21:51:13.890Z
1009,21,26,2010-11-02T18:18:46.320Z
1009,21,26,2010-11-07T06:12:49.450Z
2,2,0,2010-11-18T10:03:21.850Z
197,7,5,2010-11-22T10:24:14.030Z
461,5,12,2010-11-25T04:19:41.390Z
1164,24,30,2010-11-26T10:26:02.000Z
1282,28,33,2010-11-27T01:14:49.700Z
308,4,8,2010-11-28T07:57:35.110Z
163,11,4,2010-12-13T13:05:30.400Z
1046,20,27,2010-12-14T19:00:02.590Z
1027,1,27,2010-12-16T17:07:44.000Z
1009,21,26,2011-01-06T11:04:45.300Z
199,9,5,2011-01-12T12:20:03.800Z
969,19,25,2011-01-20T09:50:17.950Z
652,6,17,2011-01-20T12:53:37.900Z
849,13,22,2011-01-23T07:50:58.340Z
971,21,25,2011-01-28T23:39:03.240Z
812,14,21,2011-01-29T00:05:16.760Z
735,13,19,2011-01-31T07:13:42.600Z
1222,6,32,2011-02-09T03:10:32.170Z
1222,6,32,2011-02-09T06:05:00.590Z
810,12,21,2011-02-21T11:31:24.330Z
1152,12,30,2011-03-02T18:50:49.410Z
1433,27,37,2011-03-12T09:26:40.800Z
389,9,10,2011-03-20T11:39:47.840Z
812,14,21,2011-03-20T13:39:59.620Z
156,4,4,2011-03-28T17:08:52.480Z
267,1,7,2011-03-31T06:44:35.980Z
998,10,26,2011-04-01T01:27:52.360Z
971,21,25,2011-04-01T16:27:43.560Z
990,2,26,2011-04-01T18:26:15.670Z
1030,4,27,2011-04-01T22:19:01.850Z
1009,21,26,2011-04-02T17:30:06.710Z
613,5,16,2011-04-03T23:03:21.290Z
82,6,2,2011-04-20T22:27:59.980Z
162,10,4,2011-04-25T22:22:16.680Z
970,20,25,2011-05-01T04:52:13.450Z
267,1,7,2011-05-12T02:36:01.610Z
1009,21,26,2011-05-13T15:18:24.590Z
308,4,8,2011-05-15T12:15:48.880Z
1009,21,26,2011-05-16T05:12:37.520Z
1009,21,26,2011-05-20T03:14:50.550Z
461,5,12,2011-05-20T14:00:49.000Z
118,4,3,2011-05-21T01:34:31.640Z
1030,4,27,2011-05-27T16:56:46.710Z
191,1,5,2011-05-28T19:37:02.480Z
812,14,21,2011-06-01T22:58:01.050Z
1037,11,27,2011-06-02T14:37:13.790Z
1009,21,26,2011-06-14T17:55:13.800Z
1008,20,26,2011-06-29T02:23:45.390Z
1008,20,26,2011-07-06T02:22:59.390Z
888,14,23,2011-07-06T04:16:15.000Z
698,14,18,2011-07-09T10:57:35.030Z
125,11,3,2011-07-14T23:28:02.590Z
693,9,18,2011-07-17T09:25:21.720Z
276,10,7,2011-07-21T23:23:48.050Z
194,4,5,2011-07-22T08:20:31.770Z
202,12,5,2011-07-26T20:58:29.410Z
1113,11,29,2011-07-28T14:48:01.270Z
1009,21,26,2011-08-03T21:33:55.410Z
1008,20,26,2011-08-04T13:16:43.520Z
268,2,7,2011-08-04T16:45:52.060Z
845,9,22,2011-08-07T14:45:39.650Z
1310,18,34,2011-08-08T11:29:43.200Z
884,10,23,2011-08-13T14:10:23.320Z
885,11,23,2011-08-13T20:27:38.510Z
884,10,23,2011-08-13T20:30:57.180Z
885,11,23,2011-08-13T21:58:11.870Z
278,12,7,2011-08-15T02:53:18.660Z
884,10,23,2011-08-17T08:02:07.820Z
157,5,4,2011-08-18T05:23:44.620Z
1009,21,26,2011-08-23T16:52:04.960Z
1472,28,38,2011-08-27T16:15:29.700Z
120,6,3,2011-09-02T03:46:09.310Z
1009,21,26,2011-09-05T17:12:13.320Z
1000,12,26,2011-09-12T21:16:42.900Z
884,10,23,2011-09-13T04:38:48.710Z
885,11,23,2011-09-13T04:49:35.000Z
79,3,2,2011-09-14T17:06:09.910Z
1008,20,26,2011-09-20T16:32:39.620Z
233,5,6,2011-09-30T12:34:36.940Z
1434,28,37,2011-10-02T17:27:06.000Z
1049,23,27,2011-10-05T20:20:53.450Z
736,14,19,2011-10-07T16:42:13.830Z
690,6,18,2011-10-10T20:38:42.330Z
50,12,1,2011-10-14T21:09:09.840Z
1008,20,26,2011-10-20T01:11:51.980Z
167,15,4,2011-10-24T18:41:48.660Z
389,9,10,2011-10-29T13:50:49.000Z
429,11,11,2011-10-29T18:24:41.140Z
197,7,5,2011-10-29T20:45:03.200Z
970,20,25,2011-10-31T18:42:13.320Z
1443,37,37,2011-11-06T19:00:04.200Z
11,11,0,2011-11-09T18:22:56.440Z
268,2,7,2011-11-17T01:57:05.730Z
1008,20,26,2011-11-17T18:08:42.810Z
268,2,7,2011-11-19T06:51:39.510Z
4,4,0,2011-11-22T05:24:17.880Z
267,1,7,2011-11-22T11:05:42.760Z
267,1,7,2011-11-26T06:37:25.210Z
157,5,4,2011-11-27T23:53:56.970Z
49,11,1,2011-11-30T02:01:58.140Z
971,21,25,2011-12-15T01:53:03.210Z
1008,20,26,2011-12-16T04:06:17.170Z
1035,9,27,2011-12-16T23:16:42.270Z
1034,8,27,2011-12-20T07:33:52.730Z
1120,18,29,2011-12-25T16:41:01.250Z
1008,20,26,2011-12-29T11:58:29.650Z
236,8,6,2011-12-30T07:13:02.440Z
543,11,14,2011-12-31T00:53:55.220Z
970,20,25,2012-01-01T02:40:36.400Z
346,4,9,2012-01-10T18:07:12.990Z
462,6,12,2012-01-12T06:59:02.180Z
960,10,25,2012-01-16T09:20:15.440Z
884,10,23,2012-01-25T14:37:02.660Z
885,11,23,2012-01-26T11:50:35.310Z
857,21,22,2012-01-31T14:52:48.890Z
575,5,15,2012-02-01T15:38:07.140Z
125,11,3,2012-02-07T02:18:25.730Z
463,7,12,2012-02-08T10:54:42.290Z
1035,9,27,2012-02-15T14:54:49.290Z
970,20,25,2012-02-20T12:09:38.070Z
203,13,5,2012-02-24T02:56:45.970Z
971,21,25,2012-02-24T03:05:40.730Z
971,21,25,2012-02-24T13:43:16.660Z
79,3,2,2012-02-24T17:40:55.920Z
1008,20,26,2012-02-25T06:15:12.000Z
773,13,20,2012-03-01T01:41:11.220Z
162,10,4,2012-03-06T18:14:08.400Z
1223,7,32,2012-03-07T04:39:38.340Z
276,10,7,2012-03-07T20:37:05.150Z
1205,27,31,2012-03-14T07:29:40.750Z
694,10,18,2012-03-16T16:34:07.870Z
276,10,7,2012-03-20T19:32:17.740Z
971,21,25,2012-03-25T11:30:17.660Z
268,2,7,2012-03-28T18:37:56.070Z
268,2,7,2012-03-28T18:39:08.560Z
236,8,6,2012-03-29T23:57:19.210Z
1223,7,32,2012-04-07T03:50:20.200Z
78,2,2,2012-04-07T23:54:42.590Z
1029,3,27,2012-04-18T01:43:21.990Z
999,11,26,2012-04-19T17:47:14.880Z
196,6,5,2012-04-29T00:43:21.620Z
239,11,6,2012-04-30T17:22:31.380Z
1067,3,28,2012-05-14T00:29:47.180Z
1067,3,28,2012-05-18T04:26:47.520Z
1066,2,28,2012-05-18T05:56:13.310Z
1009,21,26,2012-05-20T04:59:57.610Z
921,9,24,2012-05-21T23:31:06.250Z
276,10,7,2012-05-23T10:24:06.740Z
1008,20,26,2012-05-24T18:49:38.890Z
855,19,22,2012-05-30T00:57:50.540Z
268,2,7,2012-06-08T04:19:03.410Z
1008,20,26,2012-06-10T15:21:40.870Z
1008,20,26,2012-06-15T06:59:21.000Z
241,13,6,2012-06-16T00:19:38.640Z
124,10,3,2012-06-16T20:35:14.440Z
312,8,8,2012-06-18T13:34:50.450Z
621,13,16,2012-06-20T12:31:29.400Z
968,18,25,2012-06-20T17:38:31.890Z
735,13,19,2012-06-27T03:47:52.000Z
269,3,7,2012-06-27T12:17:30.990Z
89,13,2,2012-07-03T13:47:03.190Z
1046,20,27,2012-07-09T09:50:39.710Z
1008,20,26,2012-07-13T05:31:31.690Z
276,10,7,2012-07-15T06:51:23.830Z
1206,28,31,2012-07-27T16:15:49.000Z
231,3,6,2012-07-30T05:19:46.860Z
1008,20,26,2012-07-30T10:18:56.030Z
812,14,21,2012-07-31T01:26:39.810Z
1000,12,26,2012-07-31T23:44:45.730Z
1008,20,26,2012-08-06T15:31:51.930Z
973,23,25,2012-08-09T12:00:59.190Z
1008,20,26,2012-08-20T13:00:30.870Z
894,20,23,2012-08-20T20:17:43.630Z
11,11,0,2012-08-21T04:34:22.050Z
1441,35,37,2012-08-21T16:40:54.670Z
1073,9,28,2012-08-27T03:24:12.060Z
971,21,25,2012-08-28T22:04:02.080Z
158,6,4,2012-08-30T23:00:39.310Z
1009,21,26,2012-09-01T05:09:45.650Z
118,4,3,2012-09-01T07:00:16.170Z
1042,16,27,2012-09-07T07:52:13.370Z
1188,10,31,2012-09-12T05:23:16.950Z
577,7,15,2012-09-13T18:13:43.760Z
80,4,2,2012-09-15T05:14:24.070Z
1008,20,26,2012-09-26T02:22:25.200Z
1011,23,26,2012-09-29T05:26:11.360Z
1113,11,29,2012-09-30T09:30:12.910Z
583,13,15,2012-09-30T16:31:35.970Z
268,2,7,2012-10-04T00:23:46.000Z
1348,18,35,2012-10-20T03:42:02.650Z
652,6,17,2012-10-20T10:56:40.570Z
1008,20,26,2012-10-20T21:51:10.710Z
162,10,4,2012-10-22T12:56:28.310Z
233,5,6,2012-10-28T04:13:34.120Z
1009,21,26,2012-10-30T12:18:20.780Z
1009,21,26,2012-11-05T16:46:00.130Z
200,10,5,2012-11-05T18:04:42.100Z
1187,9,31,2012-11-05T23:30:11.150Z
1395,27,36,2012-11-07T18:31:17.100Z
267,1,7,2012-11-13T01:56:46.760Z
1008,20,26,2012-11-25T22:24:08.000Z
52,14,1,2012-11-28T03:09:48.720Z
584,14,15,2012-12-10T10:50:52.380Z
267,1,7,2012-12-11T17:13:24.540Z
921,9,24,2012-12-16T16:49:05.660Z
1009,21,26,2012-12-19T00:23:30.100Z
773,13,20,2013-01-02T16:50:39.480Z
1359,29,35,2013-01-04T07:56:01.750Z
276,10,7,2013-01-04T19:46:25.910Z
1126,24,29,2013-01-12T20:17:12.590Z
347,5,9,2013-01-17T13:12:49.890Z
307,3,8,2013-01-20T07:02:59.450Z
806,8,21,2013-01-30T14:10:44.930Z
1000,12,26,2013-02-08T00:01:20.860Z
505,11,13,2013-02-09T14:16:07.880Z
126,12,3,2013-02-18T04:51:55.350Z
1206,28,31,2013-02-18T13:13:47.670Z
502,8,13,2013-02-24T09:00:00.530Z
122,8,3,2013-02-27T15:56:09.980Z
1429,23,37,2013-02-27T18:49:18.580Z
1367,37,35,2013-03-08T23:43:41.590Z
1043,17,27,2013-03-09T04:38:37.950Z
1009,21,26,2013-03-13T12:12:08.450Z
268,2,7,2013-03-14T21:02:45.300Z
167,15,4,2013-03-15T05:34:20.730Z
1008,20,26,2013-03-20T16:24:37.400Z
345,3,9,2013-04-05T02:19:26.830Z
234,6,6,2013-04-10T00:52:48.390Z
1008,20,26,2013-04-12T22:36:48.260Z
971,21,25,2013-04-14T15:23:30.060Z
884,10,23,2013-04-17T03:02:57.000Z
1283,29,33,2013-04-21T12:58:44.290Z
276,10,7,2013-04-23T21:15:27.390Z
1035,9,27,2013-04-28T15:40:14.850Z
122,8,3,2013-04-29T02:32:50.000Z
1388,20,36,2013-05-02T03:42:15.400Z
885,11,23,2013-05-08T20:55:31.940Z
162,10,4,2013-05-12T13:14:28.530Z
923,11,24,2013-05-12T17:58:50.400Z
314,10,8,2013-05-14T13:16:35.350Z
885,11,23,2013-05-16T13:29:00.000Z
1426,20,37,2013-05-16T16:29:17.590Z
1035,9,27,2013-05-16T22:03:41.940Z
773,13,20,2013-05-23T16:32:09.090Z
275,9,7,2013-05-24T05:42:12.460Z
1009,21,26,2013-05-30T20:55:54.380Z
735,13,19,2013-06-01T06:44:26.790Z
1474,30,38,2013-06-03T12:55:04.290Z
312,8,8,2013-06-12T19:58:14.070Z
41,3,1,2013-06-14T09:59:26.540Z
971,21,25,2013-06-14T10:49:24.730Z
1008,20,26,2013-06-18T06:02:02.740Z
194,4,5,2013-06-26T10:51:29.400Z
575,5,15,2013-06-27T16:34:37.880Z
165,13,4,2013-06-28T18:46:38.290Z
974,24,25,2013-07-01T03:41:07.710Z
1165,25,30,2013-07-05T00:53:14.510Z
1009,21,26,2013-07-05T10:37:49.840Z
4,4,0,2013-07-09T05:54:18.940Z
345,3,9,2013-07-15T02:36:51.000Z
1008,20,26,2013-07-25T12:09:25.030Z
1008,20,26,2013-07-29T09:17:48.900Z
1037,11,27,2013-08-06T02:50:10.000Z
1385,17,36,2013-08-13T03:46:17.940Z
883,9,23,2013-08-13T15:43:15.200Z
883,9,23,2013-08-13T15:51:26.150Z
238,10,6,2013-08-22T15:50:38.550Z
1009,21,26,2013-08-25T08:28:15.510Z
1080,16,28,2013-08-25T23:35:54.300Z
1009,21,26,2013-08-26T01:44:08.470Z
734,12,19,2013-08-27T23:22:06.450Z
1065,1,28,2013-08-28T02:28:52.920Z
1008,20,26,2013-08-31T17:30:26.280Z
971,21,25,2013-08-31T20:00:51.760Z
882,8,23,2013-09-09T16:36:26.800Z
1008,20,26,2013-09-11T06:39:39.700Z
845,9,22,2013-09-11T12:54:47.700Z
236,8,6,2013-09-14T17:00:08.540Z
3,3,0,2013-09-15T09:59:01.320Z
195,5,5,2013-09-18T14:49:11.780Z
1221,5,32,2013-09-22T12:49:32.440Z
276,10,7,2013-09-23T07:55:52.770Z
615,7,16,2013-09-28T15:28:58.860Z
773,13,20,2013-10-08T02:20:08.240Z
1008,20,26,2013-10-11T01:17:29.040Z
465,9,12,2013-10-16T10:24:47.590Z
306,2,8,2013-10-18T01:32:38.020Z
